Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
Jet Airways,Delhi,Cochin,2,10919,Monday,Afternoon,Noon,1320
Jet Airways,Delhi,Cochin,1,10262,Saturday,Afternoon,Evening,1530
Air India,Kolkata,Banglore,2,11883,Monday,Before Dawn,Midnight,1045
SpiceJet,Kolkata,Banglore,0,3847,Thursday,Midnight,Midnight,140
Jet Airways,Mumbai,Hyderabad,0,5678,Wednesday,Evening,Evening,90
Vistara,Kolkata,Banglore,1,8662,Sunday,Morning,Midnight,930
Jet Airways,Delhi,Cochin,1,12898,Monday,Afternoon,Before Dawn,865
SpiceJet,Banglore,Delhi,0,4423,Sunday,Evening,Midnight,175
Air India,Delhi,Cochin,1,8991,Wednesday,Afternoon,Morning,875
SpiceJet,Delhi,Cochin,1,5409,Wednesday,Afternoon,Midnight,295
IndiGo,Delhi,Cochin,1,6442,Saturday,Morning,Afternoon,455
Air India,Kolkata,Banglore,2,9941,Friday,Noon,Evening,590
IndiGo,Delhi,Cochin,2,6494,Thursday,Morning,Evening,880
Multiple carriers,Delhi,Cochin,1,7198,Monday,Afternoon,Midnight,510
SpiceJet,Banglore,New Delhi,0,7110,Saturday,Before Dawn,Morning,170
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Evening,Morning,875
IndiGo,Kolkata,Banglore,0,4804,Thursday,Evening,Midnight,155
IndiGo,Banglore,Delhi,0,4823,Saturday,Morning,Noon,175
Jet Airways,Kolkata,Banglore,1,14151,Sunday,Morning,Evening,575
Multiple carriers,Delhi,Cochin,1,10791,Thursday,Morning,Evening,780
Vistara,Kolkata,Banglore,1,7980,Monday,Morning,Morning,1555
Air India,Delhi,Cochin,1,6587,Saturday,Before Dawn,Morning,1535
Vistara,Chennai,Kolkata,0,3687,Monday,Morning,Morning,135
Air India,Delhi,Cochin,2,13307,Wednesday,Evening,Evening,1470
Air India,Mumbai,Hyderabad,0,2050,Sunday,Afternoon,Afternoon,85
Multiple carriers,Delhi,Cochin,1,10197,Thursday,Morning,Evening,600
Vistara,Banglore,Delhi,0,4668,Monday,Evening,Midnight,170
IndiGo,Banglore,Delhi,0,4990,Friday,Noon,Afternoon,170
IndiGo,Mumbai,Hyderabad,0,4049,Friday,Morning,Morning,90
Multiple carriers,Delhi,Cochin,1,7933,Saturday,Morning,Evening,720
IndiGo,Mumbai,Hyderabad,0,4049,Monday,Morning,Noon,90
Jet Airways,Delhi,Cochin,1,6645,Wednesday,Morning,Before Dawn,1280
Jet Airways,Mumbai,Hyderabad,0,8040,Tuesday,Morning,Noon,90
Multiple carriers,Delhi,Cochin,1,8098,Thursday,Noon,Midnight,755
Jet Airways,Delhi,Cochin,1,10262,Monday,Before Dawn,Evening,1005
Jet Airways,Banglore,New Delhi,1,12284,Monday,Evening,Morning,780
Jet Airways,Delhi,Cochin,1,10262,Monday,Afternoon,Evening,1680
IndiGo,Banglore,Delhi,0,4990,Friday,Evening,Midnight,170
Air India,Banglore,New Delhi,2,12568,Monday,Afternoon,Noon,1030
Jet Airways,Kolkata,Banglore,1,11841,Monday,Afternoon,Midnight,570
Jet Airways,Delhi,Cochin,1,18371,Saturday,Before Dawn,Noon,620
SpiceJet,Banglore,New Delhi,1,23267,Friday,Noon,Evening,475
Jet Airways,Kolkata,Banglore,1,13067,Wednesday,Morning,Midnight,840
IndiGo,Chennai,Kolkata,0,5277,Friday,Midnight,Midnight,140
Air India,Delhi,Cochin,2,13879,Monday,Afternoon,Morning,865
IndiGo,Kolkata,Banglore,0,4174,Tuesday,Afternoon,Evening,155
Air India,Delhi,Cochin,2,10178,Thursday,Evening,Evening,1410
Jet Airways,Delhi,Cochin,2,13882,Wednesday,Noon,Before Dawn,1000
Vistara,Banglore,Delhi,0,4878,Tuesday,Evening,Midnight,165
Vistara,Banglore,Delhi,0,4668,Thursday,Morning,Noon,170
Jet Airways,Kolkata,Banglore,1,10844,Tuesday,Evening,Midnight,1595
Multiple carriers,Delhi,Cochin,1,7005,Thursday,Morning,Evening,735
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Before Dawn,Noon,620
Air India,Delhi,Cochin,1,9929,Saturday,Before Dawn,Evening,925
Jet Airways,Delhi,Cochin,1,14714,Saturday,Noon,Evening,540
Air India,Delhi,Cochin,0,6094,Sunday,Before Dawn,Morning,170
Jet Airways,Banglore,New Delhi,1,16736,Wednesday,Noon,Midnight,680
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Noon,Afternoon,175
Multiple carriers,Delhi,Cochin,1,8882,Saturday,Before Dawn,Noon,460
Multiple carriers,Delhi,Cochin,1,10197,Thursday,Morning,Evening,660
IndiGo,Kolkata,Banglore,0,4804,Sunday,Evening,Midnight,155
IndiGo,Delhi,Cochin,1,13628,Sunday,Morning,Noon,350
Vistara,Delhi,Cochin,0,6216,Monday,Afternoon,Afternoon,190
Air India,Delhi,Cochin,1,7480,Tuesday,Before Dawn,Morning,1535
Air India,Kolkata,Banglore,1,11936,Wednesday,Noon,Afternoon,375
SpiceJet,Chennai,Kolkata,0,3859,Monday,Morning,Noon,135
Jet Airways,Kolkata,Banglore,1,8586,Sunday,Evening,Noon,845
Vistara,Banglore,New Delhi,0,21730,Friday,Evening,Midnight,175
IndiGo,Delhi,Cochin,1,6628,Saturday,Afternoon,Midnight,500
Air India,Kolkata,Banglore,2,10151,Wednesday,Noon,Morning,1195
Jet Airways,Kolkata,Banglore,1,11467,Tuesday,Afternoon,Afternoon,1285
IndiGo,Delhi,Cochin,1,7010,Saturday,Before Dawn,Noon,295
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Afternoon,Evening,180
IndiGo,Banglore,New Delhi,0,8033,Saturday,Noon,Afternoon,180
Jet Airways,Banglore,Delhi,0,7229,Saturday,Noon,Afternoon,175
IndiGo,Kolkata,Banglore,1,6911,Sunday,Evening,Before Dawn,315
Jet Airways,Delhi,Cochin,2,14300,Thursday,Evening,Evening,1380
Air India,Kolkata,Banglore,2,13033,Sunday,Morning,Midnight,1100
IndiGo,Banglore,Delhi,0,3943,Friday,Before Dawn,Morning,170
SpiceJet,Banglore,New Delhi,0,6205,Saturday,Morning,Noon,175
IndiGo,Delhi,Cochin,1,14871,Wednesday,Noon,Evening,570
Jet Airways,Mumbai,Hyderabad,0,5678,Saturday,Before Dawn,Before Dawn,85
Multiple carriers,Delhi,Cochin,1,16108,Saturday,Noon,Evening,465
Jet Airways,Banglore,New Delhi,1,17261,Wednesday,Evening,Morning,775
SpiceJet,Banglore,Delhi,0,3311,Sunday,Before Dawn,Morning,160
IndiGo,Kolkata,Banglore,0,4174,Friday,Noon,Afternoon,155
IndiGo,Banglore,Delhi,0,4823,Sunday,Afternoon,Evening,170
Air India,Banglore,New Delhi,1,8425,Saturday,Evening,Noon,920
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Noon,Afternoon,175
GoAir,Delhi,Cochin,1,5281,Sunday,Noon,Evening,540
Jet Airways,Delhi,Cochin,1,17549,Saturday,Morning,Before Dawn,1225
Multiple carriers,Delhi,Cochin,1,13797,Monday,Morning,Evening,780
IndiGo,Banglore,Delhi,0,4823,Friday,Morning,Noon,170
Air India,Delhi,Cochin,1,7258,Monday,Afternoon,Morning,955
Multiple carriers,Delhi,Cochin,1,18192,Sunday,Noon,Midnight,765
Air India,Kolkata,Banglore,2,13899,Wednesday,Noon,Before Dawn,1165
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Afternoon,Evening,400
Jet Airways,Kolkata,Banglore,1,14151,Sunday,Morning,Morning,1450
Multiple carriers,Delhi,Cochin,1,15147,Wednesday,Afternoon,Midnight,620
GoAir,Banglore,Delhi,0,3898,Saturday,Morning,Noon,175
IndiGo,Delhi,Cochin,1,6818,Wednesday,Before Dawn,Afternoon,665
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Afternoon,Noon,1170
Air Asia,Kolkata,Banglore,2,5192,Tuesday,Afternoon,Midnight,500
Jet Airways,Delhi,Cochin,2,14441,Thursday,Before Dawn,Noon,425
Jet Airways,Kolkata,Banglore,1,14151,Friday,Evening,Evening,1480
IndiGo,Kolkata,Banglore,1,4226,Saturday,Evening,Midnight,220
Air India,Delhi,Cochin,2,13381,Monday,Evening,Evening,1380
Multiple carriers,Delhi,Cochin,1,10678,Saturday,Before Dawn,Evening,845
Jet Airways,Delhi,Cochin,1,12242,Wednesday,Noon,Evening,440
Jet Airways,Mumbai,Hyderabad,0,4995,Friday,Before Dawn,Before Dawn,85
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Before Dawn,450
SpiceJet,Kolkata,Banglore,0,3841,Monday,Midnight,Midnight,140
Jet Airways,Kolkata,Banglore,1,9663,Thursday,Evening,Noon,960
IndiGo,Kolkata,Banglore,0,5224,Thursday,Noon,Afternoon,155
Multiple carriers,Delhi,Cochin,1,14533,Saturday,Morning,Evening,730
SpiceJet,Mumbai,Hyderabad,0,2017,Friday,Midnight,Midnight,90
Jet Airways,Banglore,Delhi,0,5769,Wednesday,Evening,Evening,185
Multiple carriers,Delhi,Cochin,1,11622,Thursday,Noon,Evening,485
IndiGo,Banglore,Delhi,0,4823,Wednesday,Evening,Evening,175
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Afternoon,Noon,1280
Multiple carriers,Delhi,Cochin,1,9001,Monday,Morning,Evening,705
IndiGo,Mumbai,Hyderabad,0,2754,Thursday,Noon,Noon,90
Jet Airways,Banglore,Delhi,0,7229,Friday,Morning,Noon,180
IndiGo,Delhi,Cochin,1,6937,Saturday,Evening,Midnight,280
Air India,Kolkata,Banglore,2,13033,Thursday,Noon,Midnight,920
SpiceJet,Banglore,Delhi,0,3625,Friday,Before Dawn,Morning,160
Jet Airways,Delhi,Cochin,2,13292,Thursday,Evening,Evening,1295
Air India,Banglore,New Delhi,2,12778,Tuesday,Morning,Noon,1525
SpiceJet,Kolkata,Banglore,0,3841,Saturday,Afternoon,Afternoon,150
IndiGo,Mumbai,Hyderabad,0,2227,Monday,Evening,Midnight,85
SpiceJet,Kolkata,Banglore,1,6171,Thursday,Morning,Afternoon,520
Air India,Kolkata,Banglore,2,10676,Sunday,Noon,Morning,1195
Jet Airways,Delhi,Cochin,2,13014,Monday,Evening,Noon,1025
IndiGo,Mumbai,Hyderabad,0,2754,Monday,Before Dawn,Before Dawn,90
Air India,Delhi,Cochin,2,8367,Wednesday,Afternoon,Morning,865
Jet Airways,Delhi,Cochin,1,5177,Wednesday,Before Dawn,Before Dawn,1570
SpiceJet,Kolkata,Banglore,0,4174,Thursday,Afternoon,Evening,150
Multiple carriers,Delhi,Cochin,1,9794,Wednesday,Morning,Evening,615
Multiple carriers,Delhi,Cochin,1,10486,Monday,Morning,Afternoon,385
Multiple carriers,Delhi,Cochin,1,15058,Tuesday,Morning,Evening,675
IndiGo,Kolkata,Banglore,0,4804,Saturday,Midnight,Midnight,155
Jet Airways,Delhi,Cochin,1,17024,Wednesday,Afternoon,Evening,1665
GoAir,Kolkata,Banglore,1,8855,Sunday,Afternoon,Midnight,455
Air India,Delhi,Cochin,1,8372,Sunday,Evening,Morning,640
Jet Airways,Mumbai,Hyderabad,0,4050,Monday,Before Dawn,Before Dawn,85
Jet Airways,Banglore,Delhi,0,7229,Sunday,Noon,Afternoon,175
SpiceJet,Mumbai,Hyderabad,0,2385,Monday,Before Dawn,Morning,80
GoAir,Banglore,Delhi,0,3898,Monday,Noon,Afternoon,170
IndiGo,Banglore,New Delhi,0,6860,Sunday,Midnight,Before Dawn,165
SpiceJet,Delhi,Cochin,1,6749,Monday,Morning,Noon,315
Air India,Kolkata,Banglore,2,15107,Tuesday,Afternoon,Midnight,525
Jet Airways,Delhi,Cochin,2,10368,Saturday,Morning,Before Dawn,1125
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Evening,860
SpiceJet,Mumbai,Hyderabad,0,2385,Monday,Noon,Afternoon,90
IndiGo,Kolkata,Banglore,0,4804,Monday,Afternoon,Afternoon,150
Air India,Delhi,Cochin,2,8236,Thursday,Afternoon,Evening,1595
IndiGo,Delhi,Cochin,1,6416,Wednesday,Noon,Evening,570
Jet Airways,Delhi,Cochin,1,10262,Sunday,Noon,Evening,450
Jet Airways,Delhi,Cochin,1,14714,Sunday,Midnight,Evening,1210
SpiceJet,Kolkata,Banglore,1,7646,Monday,Afternoon,Evening,330
Air India,Delhi,Cochin,1,7480,Saturday,Evening,Morning,765
Vistara,Chennai,Kolkata,0,11982,Monday,Afternoon,Evening,140
Multiple carriers,Delhi,Cochin,1,8309,Saturday,Noon,Evening,520
Jet Airways,Delhi,Cochin,2,13344,Sunday,Before Dawn,Noon,425
Air India,Kolkata,Banglore,1,4227,Monday,Evening,Morning,890
Air India,Delhi,Cochin,2,9706,Thursday,Noon,Morning,1180
SpiceJet,Mumbai,Hyderabad,0,2017,Monday,Noon,Afternoon,90
IndiGo,Delhi,Cochin,1,6442,Wednesday,Morning,Midnight,835
Jet Airways,Banglore,Delhi,0,8016,Saturday,Evening,Evening,185
IndiGo,Delhi,Cochin,1,5298,Monday,Morning,Noon,320
Vistara,Banglore,Delhi,0,4878,Tuesday,Afternoon,Evening,155
Jet Airways,Delhi,Cochin,1,10262,Monday,Afternoon,Before Dawn,865
IndiGo,Kolkata,Banglore,1,4176,Sunday,Before Dawn,Morning,300
IndiGo,Delhi,Cochin,1,5883,Saturday,Noon,Midnight,845
Multiple carriers,Delhi,Cochin,1,12717,Thursday,Noon,Evening,540
IndiGo,Chennai,Kolkata,0,3850,Sunday,Morning,Noon,140
IndiGo,Chennai,Kolkata,0,3597,Monday,Evening,Evening,140
SpiceJet,Mumbai,Hyderabad,0,2175,Thursday,Noon,Afternoon,90
Air Asia,Banglore,Delhi,0,7080,Friday,Midnight,Before Dawn,170
Jet Airways,Kolkata,Banglore,1,8849,Monday,Evening,Morning,665
Jet Airways,Kolkata,Banglore,1,9899,Wednesday,Morning,Evening,685
Vistara,Banglore,Delhi,0,4878,Saturday,Morning,Morning,160
Multiple carriers,Delhi,Cochin,1,7787,Thursday,Morning,Evening,705
SpiceJet,Chennai,Kolkata,0,3597,Friday,Afternoon,Evening,140
GoAir,Delhi,Cochin,1,5281,Monday,Noon,Evening,540
Vistara,Kolkata,Banglore,1,9345,Wednesday,Evening,Evening,1350
IndiGo,Delhi,Cochin,1,6442,Monday,Noon,Midnight,635
IndiGo,Delhi,Cochin,1,6838,Thursday,Morning,Evening,705
SpiceJet,Chennai,Kolkata,0,3597,Monday,Afternoon,Evening,140
SpiceJet,Mumbai,Hyderabad,0,3173,Thursday,Before Dawn,Morning,80
Multiple carriers,Delhi,Cochin,1,13377,Monday,Evening,Midnight,435
Jet Airways,Kolkata,Banglore,1,9314,Thursday,Evening,Evening,1295
Multiple carriers,Delhi,Cochin,1,9856,Saturday,Noon,Midnight,545
Air India,Delhi,Cochin,1,8372,Tuesday,Morning,Evening,675
Jet Airways,Kolkata,Banglore,1,7064,Monday,Evening,Evening,1400
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Midnight,Midnight,155
Jet Airways,Delhi,Cochin,2,13029,Monday,Before Dawn,Evening,810
IndiGo,Delhi,Cochin,1,7640,Friday,Afternoon,Midnight,490
Jet Airways,Banglore,New Delhi,1,22270,Friday,Morning,Afternoon,435
Air India,Banglore,Delhi,0,4441,Monday,Evening,Midnight,170
Jet Airways,Delhi,Cochin,1,12898,Monday,Morning,Before Dawn,1165
Jet Airways,Kolkata,Banglore,1,7064,Monday,Evening,Afternoon,1285
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Morning,Evening,740
SpiceJet,Kolkata,Banglore,0,4174,Sunday,Morning,Noon,145
Jet Airways,Kolkata,Banglore,1,8529,Wednesday,Afternoon,Evening,1695
IndiGo,Banglore,Delhi,0,3625,Tuesday,Midnight,Midnight,170
IndiGo,Banglore,Delhi,0,3419,Tuesday,Midnight,Before Dawn,175
IndiGo,Chennai,Kolkata,0,3850,Friday,Before Dawn,Morning,145
Air India,Kolkata,Banglore,2,12802,Friday,Afternoon,Noon,1255
SpiceJet,Delhi,Cochin,1,9748,Wednesday,Afternoon,Evening,360
IndiGo,Delhi,Cochin,1,6104,Monday,Afternoon,Midnight,500
IndiGo,Banglore,Delhi,0,3943,Friday,Evening,Midnight,180
IndiGo,Delhi,Cochin,1,7514,Monday,Morning,Afternoon,560
Jet Airways,Banglore,New Delhi,0,18308,Wednesday,Evening,Midnight,160
Air India,Mumbai,Hyderabad,2,17327,Wednesday,Evening,Afternoon,255
Air India,Delhi,Cochin,2,8892,Wednesday,Noon,Morning,1115
Multiple carriers,Delhi,Cochin,1,9794,Monday,Noon,Evening,520
IndiGo,Banglore,Delhi,0,4423,Monday,Midnight,Before Dawn,175
Jet Airways,Kolkata,Banglore,1,10844,Friday,Evening,Evening,1485
Jet Airways,Delhi,Cochin,1,15554,Thursday,Evening,Evening,1485
Vistara,Chennai,Kolkata,0,11982,Wednesday,Afternoon,Evening,140
IndiGo,Mumbai,Hyderabad,0,4049,Monday,Morning,Morning,90
IndiGo,Kolkata,Banglore,0,5618,Sunday,Afternoon,Afternoon,155
Air India,Delhi,Cochin,2,13591,Thursday,Evening,Evening,1380
Multiple carriers,Delhi,Cochin,1,9508,Monday,Noon,Midnight,930
SpiceJet,Chennai,Kolkata,0,3543,Tuesday,Morning,Noon,135
Jet Airways,Banglore,Delhi,0,7229,Thursday,Evening,Evening,185
Vistara,Banglore,Delhi,0,4668,Tuesday,Noon,Afternoon,170
Jet Airways,Kolkata,Banglore,1,14388,Tuesday,Afternoon,Noon,1200
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Evening,Noon,1025
Air India,Delhi,Cochin,1,7690,Sunday,Evening,Morning,765
Jet Airways,Kolkata,Banglore,1,13067,Tuesday,Morning,Morning,1450
SpiceJet,Mumbai,Hyderabad,0,1965,Wednesday,Before Dawn,Morning,90
Jet Airways,Delhi,Cochin,1,16289,Saturday,Afternoon,Evening,1610
Air India,Kolkata,Banglore,1,10203,Sunday,Evening,Morning,745
Jet Airways,Kolkata,Banglore,1,15149,Monday,Afternoon,Midnight,570
Vistara,Kolkata,Banglore,1,9345,Tuesday,Afternoon,Midnight,385
SpiceJet,Mumbai,Hyderabad,0,2017,Saturday,Before Dawn,Morning,90
Vistara,Kolkata,Banglore,1,9345,Wednesday,Morning,Midnight,975
Air India,Kolkata,Banglore,1,6528,Monday,Afternoon,Afternoon,1485
Multiple carriers,Delhi,Cochin,1,15603,Sunday,Morning,Noon,380
Jet Airways,Delhi,Cochin,2,13376,Monday,Morning,Before Dawn,1300
SpiceJet,Delhi,Cochin,1,5583,Thursday,Morning,Noon,315
Jet Airways,Delhi,Cochin,1,10577,Sunday,Afternoon,Evening,1620
Air India,Delhi,Cochin,2,10651,Wednesday,Noon,Morning,1180
Jet Airways,Kolkata,Banglore,1,7594,Wednesday,Afternoon,Before Dawn,875
Air Asia,Kolkata,Banglore,1,6857,Wednesday,Morning,Noon,220
IndiGo,Banglore,Delhi,0,4423,Saturday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,2,13344,Wednesday,Before Dawn,Noon,425
SpiceJet,Banglore,Delhi,0,3971,Saturday,Evening,Midnight,175
Jet Airways,Delhi,Cochin,1,18371,Monday,Morning,Evening,600
Jet Airways,Delhi,Cochin,2,6643,Wednesday,Evening,Before Dawn,1995
Multiple carriers,Delhi,Cochin,1,15077,Wednesday,Noon,Evening,465
Air India,Banglore,Delhi,0,6121,Wednesday,Noon,Noon,165
SpiceJet,Mumbai,Hyderabad,0,5755,Sunday,Noon,Afternoon,80
Air India,Delhi,Cochin,1,4487,Tuesday,Evening,Morning,765
SpiceJet,Delhi,Cochin,1,5158,Tuesday,Morning,Noon,270
Jet Airways,Kolkata,Banglore,1,8586,Wednesday,Evening,Before Dawn,520
Air India,Mumbai,Hyderabad,0,3100,Saturday,Morning,Morning,80
Jet Airways,Mumbai,Hyderabad,0,3210,Thursday,Before Dawn,Before Dawn,85
Jet Airways,Delhi,Cochin,1,12373,Thursday,Evening,Noon,1040
Multiple carriers,Delhi,Cochin,1,15135,Sunday,Morning,Evening,730
Jet Airways,Delhi,Cochin,2,13292,Thursday,Before Dawn,Evening,810
SpiceJet,Mumbai,Hyderabad,0,2017,Thursday,Noon,Afternoon,90
Jet Airways,Delhi,Cochin,2,10919,Wednesday,Afternoon,Noon,1320
Vistara,Mumbai,Hyderabad,1,12395,Wednesday,Evening,Midnight,1500
SpiceJet,Chennai,Kolkata,0,3543,Friday,Morning,Noon,135
Jet Airways,Mumbai,Hyderabad,0,2228,Monday,Evening,Evening,90
Air India,Delhi,Cochin,2,8236,Thursday,Evening,Evening,1410
Air Asia,Delhi,Cochin,1,11410,Monday,Afternoon,Morning,830
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Midnight,Noon,810
GoAir,Kolkata,Banglore,0,3514,Monday,Afternoon,Afternoon,155
Jet Airways,Kolkata,Banglore,1,13469,Thursday,Morning,Evening,690
IndiGo,Banglore,Delhi,0,3943,Tuesday,Evening,Midnight,180
Vistara,Banglore,New Delhi,0,7608,Sunday,Evening,Midnight,175
Air India,Banglore,Delhi,0,6961,Monday,Noon,Noon,165
Multiple carriers,Delhi,Cochin,1,12042,Saturday,Morning,Evening,585
Air India,Banglore,New Delhi,2,9586,Saturday,Noon,Evening,655
SpiceJet,Chennai,Kolkata,0,3543,Saturday,Morning,Noon,135
Jet Airways,Delhi,Cochin,2,13882,Sunday,Morning,Noon,1630
Jet Airways,Kolkata,Banglore,1,8781,Friday,Noon,Afternoon,435
Air Asia,Kolkata,Banglore,2,5192,Wednesday,Afternoon,Midnight,500
IndiGo,Delhi,Cochin,1,6442,Wednesday,Morning,Midnight,940
Jet Airways,Delhi,Cochin,1,15554,Monday,Midnight,Noon,825
Jet Airways,Kolkata,Banglore,1,10844,Tuesday,Evening,Afternoon,1285
IndiGo,Mumbai,Hyderabad,0,2754,Wednesday,Noon,Noon,90
Multiple carriers,Delhi,Cochin,1,14067,Tuesday,Afternoon,Evening,420
GoAir,Delhi,Cochin,1,5140,Saturday,Morning,Noon,370
IndiGo,Delhi,Cochin,1,8330,Thursday,Noon,Midnight,895
Jet Airways,Mumbai,Hyderabad,0,5678,Sunday,Evening,Evening,90
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Midnight,Evening,1170
GoAir,Banglore,New Delhi,0,18558,Friday,Evening,Midnight,175
IndiGo,Mumbai,Hyderabad,0,16000,Friday,Before Dawn,Before Dawn,90
SpiceJet,Banglore,Delhi,0,3573,Monday,Evening,Midnight,175
Multiple carriers,Delhi,Cochin,1,7670,Wednesday,Noon,Midnight,760
Jet Airways,Delhi,Cochin,2,12819,Monday,Midnight,Evening,1195
Vistara,Banglore,Delhi,0,4878,Wednesday,Afternoon,Evening,155
Jet Airways,Delhi,Cochin,2,11507,Thursday,Evening,Evening,1295
Air Asia,Delhi,Cochin,1,8759,Thursday,Morning,Noon,330
Jet Airways,Delhi,Cochin,1,10262,Wednesday,Afternoon,Evening,1530
Air India,Delhi,Cochin,2,10975,Tuesday,Morning,Morning,1580
Jet Airways,Delhi,Cochin,1,10262,Thursday,Evening,Before Dawn,550
Multiple carriers,Delhi,Cochin,1,6007,Thursday,Noon,Evening,490
IndiGo,Chennai,Kolkata,0,3858,Thursday,Noon,Afternoon,145
IndiGo,Delhi,Cochin,1,6412,Thursday,Afternoon,Midnight,490
Air India,Kolkata,Banglore,0,6245,Sunday,Afternoon,Afternoon,150
Air India,Delhi,Cochin,2,9968,Sunday,Evening,Evening,1410
Multiple carriers,Delhi,Cochin,1,18260,Saturday,Before Dawn,Noon,640
IndiGo,Banglore,New Delhi,0,8855,Sunday,Evening,Evening,175
Jet Airways,Kolkata,Banglore,1,10844,Friday,Morning,Evening,590
SpiceJet,Chennai,Kolkata,0,3597,Monday,Morning,Noon,135
Jet Airways,Kolkata,Banglore,1,13067,Monday,Afternoon,Evening,1685
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Afternoon,Noon,1070
Air India,Banglore,New Delhi,1,11602,Tuesday,Morning,Midnight,990
Jet Airways,Kolkata,Banglore,1,13941,Thursday,Afternoon,Evening,1545
Jet Airways,Kolkata,Banglore,1,14151,Wednesday,Evening,Evening,1365
IndiGo,Banglore,Delhi,0,3943,Wednesday,Before Dawn,Morning,170
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Morning,Evening,705
SpiceJet,Mumbai,Hyderabad,0,2753,Tuesday,Before Dawn,Morning,90
Jet Airways,Delhi,Cochin,1,14714,Wednesday,Before Dawn,Evening,1005
Multiple carriers,Delhi,Cochin,1,9646,Saturday,Morning,Afternoon,545
Jet Airways,Delhi,Cochin,1,15554,Thursday,Morning,Noon,330
Air India,Banglore,New Delhi,2,13261,Monday,Noon,Afternoon,435
Jet Airways,Banglore,New Delhi,1,11087,Monday,Noon,Before Dawn,1045
Jet Airways,Delhi,Cochin,2,11507,Saturday,Before Dawn,Evening,810
Multiple carriers,Delhi,Cochin,1,9424,Thursday,Evening,Midnight,390
GoAir,Banglore,Delhi,0,4937,Friday,Noon,Afternoon,170
SpiceJet,Banglore,Delhi,0,3257,Thursday,Evening,Midnight,175
IndiGo,Banglore,Delhi,0,4823,Monday,Morning,Noon,170
IndiGo,Chennai,Kolkata,0,5277,Sunday,Midnight,Midnight,140
SpiceJet,Kolkata,Banglore,0,3873,Tuesday,Afternoon,Evening,150
Jet Airways,Kolkata,Banglore,1,10844,Friday,Afternoon,Before Dawn,730
Multiple carriers,Delhi,Cochin,1,7198,Monday,Afternoon,Midnight,510
Air India,Delhi,Cochin,0,6094,Wednesday,Before Dawn,Morning,170
IndiGo,Banglore,Delhi,0,3943,Friday,Morning,Morning,165
IndiGo,Banglore,Delhi,0,3943,Wednesday,Evening,Midnight,180
Jet Airways,Kolkata,Banglore,1,12681,Monday,Evening,Noon,960
Vistara,Banglore,Delhi,0,5613,Monday,Afternoon,Evening,155
SpiceJet,Kolkata,Banglore,0,3873,Friday,Morning,Noon,145
Jet Airways,Delhi,Cochin,1,12898,Monday,Noon,Noon,1415
Jet Airways,Delhi,Cochin,2,15129,Thursday,Before Dawn,Before Dawn,1375
SpiceJet,Chennai,Kolkata,0,3911,Thursday,Morning,Noon,135
IndiGo,Delhi,Cochin,0,6015,Wednesday,Evening,Midnight,195
Jet Airways,Banglore,New Delhi,1,54826,Friday,Afternoon,Midnight,365
IndiGo,Delhi,Cochin,1,5073,Wednesday,Evening,Midnight,305
IndiGo,Chennai,Kolkata,0,4326,Thursday,Before Dawn,Morning,140
Air India,Delhi,Cochin,2,9443,Monday,Afternoon,Evening,1595
Jet Airways,Mumbai,Hyderabad,0,8040,Monday,Noon,Noon,90
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Morning,Morning,165
IndiGo,Banglore,Delhi,0,3943,Saturday,Noon,Afternoon,170
Air India,Banglore,New Delhi,3,14195,Wednesday,Noon,Midnight,685
Jet Airways,Delhi,Cochin,2,13292,Saturday,Morning,Before Dawn,1130
IndiGo,Kolkata,Banglore,0,4174,Wednesday,Noon,Afternoon,155
Jet Airways,Banglore,New Delhi,1,16736,Wednesday,Morning,Evening,860
Jet Airways,Banglore,Delhi,0,5198,Sunday,Morning,Morning,165
Multiple carriers,Delhi,Cochin,1,15058,Monday,Morning,Evening,730
IndiGo,Delhi,Cochin,1,5073,Wednesday,Noon,Afternoon,300
Multiple carriers,Delhi,Cochin,1,10197,Wednesday,Morning,Evening,660
SpiceJet,Chennai,Kolkata,0,3543,Thursday,Afternoon,Evening,140
Jet Airways,Banglore,Delhi,0,7229,Thursday,Afternoon,Evening,180
